username,date,comment
sda,Jun-16,"benjaminh said:

Wasn't the Passat included?"
benjaminh,Jun-16,"Passat 7,129"
carperso,Jun-16,"benjaminh said:

Ridiculous number for mazda6. Am curious. Is there a production issue with mazda. is it bad dealer network. Its last by a distance and they even sell to rental fleets and somehow it wins all the comparision tests."
stickguy,Jun-16,"Niche type car ( the sporty option never sells big) and small dealer network, especially off the coasts. They also I think have some capacity constraints and do ship from the homeland.

Still seems like the should sell more, but being in with Passat and legacy seems about right to me."
Michaell,Jun-16,"stickguy said:

I think there are 4-5 Mazda dealers in metro Denver - probably the same number as Nissan. Toyota may have 1-2 more here."
m6user,Jun-16,"There may be almost as many Mazda dealers in large metropolitan areas but not in smaller cities. Mazda dealers also aren't nearly as large so you almost drive by without noticing them. They only have only about six models. Toyota has like twelve. The 6 is the only midsize car that is built in Japan and imported. Mazda markets to drivers, the rest mainly market to families which is what midsize cars are all about. Legacy is also highly rated by CR and others but doesn't sell in huge numbers either.

We have two 6's, a 2016 and the granddaughter has our 2007 with 125,000 miles and still no repairs except one wheel bearing. Both great cars if you like to drive. Some people think they aren't quiet enough but I'll gladly trade that for the confident sporty drive of the 6."
andres3,Jun-16,"m6user said:

I have to admit I liked Mazda more back when they thought they were an Acura competitor and had 4 year/50 K warranties, rather than the short 3/36. I also think they'd sell better if they found a better middle ground between eco power and Mazdaspeed power. It seems to me all their offerings are in the eco range now, with nothing seriously powerful/zoom zoom."
roadburner,Jun-16,"m6user said:

I waited and waited for the oft-rumored 300 hp AWD MS3 to replace my 2007 MS3; but I finally gave up..."
m6user,Jun-16,"Being a very small automaker, I think they take things slowly as they can't afford to spend a lot of money on something that may sell in relatively minute numbers. I'm hoping they take the new turbo 2.5 that is in the new CX-9 and move it down to the rest of the line. It could be a V6 replacement in the 6 and Mazdaspeed 3 option. With over 300 pound torque and 227 hp on reg gas it sounds great and I'm sure it could be tweaked for even more hp. Maybe even a CX-5 ""RS"" or something. Lot of potential there."
roadburner,Jun-16,"Well, the MS3 was a hot seller- at least at it's introduction. I had to buy mine from a high volume dealer over 120 miles away to avoid an ADM sticker. An AWD MS3 would put Mazda in the thick of a popular segment- Golf R, Focus RS, STI... I actually did think getting about a Mazda 3 Grand Touring with a stick, but I already have one ""momentum car"" in the garage so I really wanted something with considerably more grunt. The Miata was nice too, but not allowed at the HPDEs where I usually instruct."
benjaminh,Jun-16,"The VW Golf is by the epa measure ""midsize,"" like the Civic and Corolla. But it takes VW about a month at this point to sell as many Golfs as Toyota and Honda sell of their vehicles in a day.....

Golf 1,013 -48.6%"
nyccarguy,Jun-16,"I just got done reading edmunds ""$199 per month lease deals for June."" They say a Subaru Legacy 3.6R Limited can be leased for $299 per month with $0 down and 12K miles per year. The biggest complaint I have about my Legacy is its lack of motivation. An extra 2 cylinders (I realize this adds weight) and 90 horsepower would definitely address that issue. It is a good deal (maybe it can get cheaper) on a pretty nice car."
stickguy,Jun-16,"Is a nice deal. If I was buying now, would give it a look."
carperso,Jun-16,"nyccarguy said:

Is it with eyesight? How much would the 4 cylinder run?"
nyccarguy,Jun-16,"My only problem is that I drive 20K per year.  Add an extra 24,000 miles at $.15 (which isn't that bad) and you get $100 more per month (plus tax).  $299 per month plus tax becomes $399 per month plus tax.  My base payment is $405.07 per month and I will own the car.  

$399 lease payments for 36 months is over $14K and I've got to give the car back."
akirby,Jun-16,But you'll have to pay $405 for longer than 36 months.
nyccarguy,Jun-16,"Correct. I took out a 72 month loan at 2.9% APR. My monthly payments are $405.07. Since this past September (the 1 year mark), I started to put an extra $200 per month towards the principle. I paid off my wife's Pilot just a few weeks ago. I plan on doubling the Legacy payments starting this Month until it's paid off.

I drive 20K miles per year. Leasing gets expensive for me."
stickguy,Jun-16,"RDX goes in tomorrow for an oil change. Should I be embarrassed that it was 54 weeks since the last visit, but I just cracked4K miles? Heck, the maintenance minder is still sitting at 50% (I know now that the Acura system does not also look at days).

got a real good coupon. oil change, tire rotation, and multi point inspection. plus a wash (that it does not need and I will decline). $29.95 at the dealer. Might be a slight surcharge for blend oil though (not sure on that). But it doesn't use synthetic."
akirby,Jun-16,"nyccarguy said:


It isn't the mileage that makes it expensive per se - your vehicles depreciate faster than average because of the mileage. That applies whether you're leasing or buying - depreciation is depreciation. But if you're buying you can spread the cost out over 6 years whereas if you're leasing you have to pay the higher first 3 years of depreciation each time you get a new lease.

You'd be in the same boat if you purchased and traded it in after 3 years - you're still paying that super high depreciation."
fushigi,Jun-16,"6 years .. or longer. I have a coworker who yesterday was talking about her 2003 Nissan Z with 202K miles. It's her daily driver from Indiana into Chicago & sees 17-18K miles per year. No significant repairs beyond a manifold cover & replacement of part of the exhaust (due to rust from salted roads in the midwest). She dreads the idea of taking on a payment again.

My '10 CUV w/53K miles has been payment-free for a year and a half. I'm setting aside $300 a month anyways to build up a down payment for my next ride and to cover any non-gas expenses in the mean time. It adds up quick and keeps the idea, at least, of a payment in the budget. I'd much rather be making a payment to myself than to a finance co. Also good to earn interest instead of paying it."
nyccarguy,Jun-16,"akirby said:
show previous quotes
It isn't the mileage that makes it expensive per se - your vehicles depreciate faster than average because of the mileage. That applies whether you're leasing or buying - depreciation is depreciation. But if you're buying you can spread the cost out over 6 years whereas if you're leasing you have to pay the higher first 3 years of depreciation each time you get a new lease. You'd be in the same boat if you purchased and traded it in after 3 years - you're still paying that super high depreciation.
I'm trying to avoid the ""purchased and traded it in after 3 years"" thing which is difficult because I am a card carrying member of Chronic Car Buyers Anonymous here on edmunds.com

even if I were to buy & trade after 3 years, I'd still have options.  I'd have equity in the car after 3 years (even if I were to not make extra payments.  If I wanted to wait to get a new car, I can.  When you lease is up, you have to take whatever deal you can get that month.  When I bought my Legacy in September 2014 (I had an expiring lease), the 2015 new body had just come out.  I got a reasonable deal, but yet deals got MUCH better as the months went on and initial demand wore off."
nyccarguy,Jun-16,"carperso said:
show previous quotes
Is it with eyesight? How much would the 4 cylinder run?
That's probably without eyesight.  The eyesight is fantastic technology and is very reasonably priced for what you get.  I originally wanted an eyesight equipped car, but was told due to initial demand, I'd have to wait.  That wasn't an option as I had an expiring lease and needed a car.  That being said, it would have also cost me a lot more money.  Eyesight was only available if you got the aunroof & navigation.  Plus at the time they were not generously discounting eyesight equipped cars.  I also have been living without it for the past 21 months and have managed to survive."
stickguy,Jun-16,"Bradd, you are IMO a good candidate for a few tear OD, low miles buy. Like GGs accord (2013 with 17k on it). After 3 years, it is 6yo with~75k on it, so relatively normal miles. Easy to sell, or ready for many more years of use.

Works even better for cars that have worse initial depreciation. Maybe a sonata, or fusion.

I used to use this plan for my car. Might go back to it next time. Or if my miles are still looking to be real low, the flip side. Save even more $ on a higher mile unit (like what your legacy will be) and put on low miles to average it out!"
nyccarguy,Jun-16,"My brain agrees with you @stickguy, but the 3 year old cars (Accord especially) with less than 20K on the odometer usually isn't that much less expensive than new."
Mr_Shiftright,Jun-16,"nyccarguy said:

What do you figure on an Accord... depreciation of about 35% after 3 years?"
suydam,Jun-16,"That's about right. I just sold my '13 Accord EX-L to a friend for $17.500. It's in excellent shape but was in a fender-bender and also had a few ""garage kisses""."
stickguy,Jun-16,"yeah, that is why I noted it works better on cars that don't have silly resale. Hondas tend to be better to buy new and hold. But not every good quality car works like that."
akirby,Jun-16,"nyccarguy said:show previous quotesI'm trying to avoid the ""purchased and traded it in after 3 years"" thing which is difficult because I am a card carrying member of Chronic Car Buyers Anonymous here on edmunds.comeven if I were to buy & trade after 3 years, I'd still have options.  I'd have equity in the car after 3 years (even if I were to not make extra payments.  If I wanted to wait to get a new car, I can.  When you lease is up, you have to take whatever deal you can get that month.  When I bought my Legacy in September 2014 (I had an expiring lease), the 2015 new body had just come out.  I got a reasonable deal, but yet deals got MUCH better as the months went on and initial demand wore off.Yes - purchasing gives you much more flexibility. I wasn't trying to convince you that leasing is better - just explaining that the cost is in buying a new vehicle every 3 years regardless of whether you lease or buy."
suydam,Jun-16,We only sold because we are moving and want a much smaller vehicle in the new locale.
brian125,Jun-16,"Accord deals are off the hook this year. Most states buyers are getting close to 2k below invoice price.

2k to 3k below Invoice in MA, MD, VA, FL, CA. It doesn't pay to buy a used Accord. There was a poster who claims in CA. His 16 sport Accord was bought for $3200 below invoice. You could drive that car for a year and probably break even if you sold it.

You could find some really good deals right now on 2 / 3 yr cpo Audi's, Mb, Bmw, Range rover vehicles."
brian125,Jun-16,"@suydam

CA has the best pricing on Accords in the country. $2500 to 3k below invoice seems to be the norm with most educated buyers."
nyccarguy,Jun-16,"The Plot Thickens:

http://www.autoblog.com/2016/06/09/2017-ford-fusion-sport-380-lb-ft/"
stickguy,Jun-16,"40k stick for a fusion. Still a lot. I would trade a little power for more refinement (say an Audi). Though I have driven a spirt yet, do could change my mind! Depreciation though is going to be fierce. So that 1 yo old one in Fall 2017 might be doable."
nyccarguy,Jun-16,"stickguy said:
40k stick for a fusion. Still a lot. I would trade a little power for more refinement (say an Audi). Though I have driven a spirt yet, do could change my mind! Depreciation though is going to be fierce. So that 1 yo old one in Fall 2017 might be doable.
I agree, but where else are you going to find that kind of power.  You know they aren't going to sell for anywhere near that once the initial buzz wears off.  $40K gets you a 180 hp BMW 320i.  An Acura TLX V6 with SH-AWD (and a problematic 9 speed automatic).  I'd like to see the loaded Fusion Sport stack up against an A4."
stickguy,Jun-16,"Well, I don't need nearly that much power. An A4 or 2.0t fusion (anything in that range) is going to be more than plenty for me I think."
jpp75,Jun-16,"nyccarguy said:


My friend with the TLX V6 hates the 9 speed automatic. He loves the car overall but the transmission ruins it. No way I'd buy the V6 as long as they keep that transmission, I wish the 4 cyl got better gas mileage, it reminds me of the TSX, a very understated car."
stickguy,Jun-16,"Only the 4 cyl is on my shopping list. I drove an ilx with that drivetrain, and it was nice."
berri,Jun-16,"I dunno, 9 speed, what's the sense? Might as well just drop a cvt into it."
roadburner,Jun-16,I'm thinking that an 8 speed is the sweet spot- especially in a performance car.
Michaell,Jun-16,"roadburner said:

...says the guy with the 8-speed auto in his 2-series.

I've got a 6-speed auto in my Elantra GT - seems to be enough for the 148HP engine."
ab348,Jun-16,"jpp5862 said:


That transmission has been used in the TLX for at least 2 years now and I have not heard one good word about it. Seems odd that Honda would not try to fix it or replace it with something that works better."
ab348,Jun-16,"Tonight at an intersection I saw a brand-new Chrysler 200 Limited - still with temporary tags - in a very attractive blue pearl metallic. The wheels were handsome and the car just looked really good to my eye. I know it has not sold well and is going away but I have to think that it is one of the best-looking offerings in that segment, at least in that color/trim."
carperso,Jun-16,ab348 said:show previous quotesThat transmission has been used in the TLX for at least 2 years now and I have not heard one good word about it. Seems odd that Honda would not try to fix it or replace it with something that works better.How is 4 cylinder with the 8 speed DCT?
stickguy,Jun-16,"from a test drive in an ILX, just fine. but it was a short drive."
andres3,Jun-16,"I think 7-speed is the sweet spot, but I'm currently in a 6-speed."
carperso,Jun-16,"What do you guys think about the recent motorweek/cars.com comparo which the Passat won. Yes thats right. VW Passat is apparently the best midsize sedan for 2016. These are the rankings

1. Passat
2. Optima
3. Malibu
4. Sonata
5. Accord
6. Legacy
7. Camry
8. Mazda6
9. Altima"
explorerx4,Jun-16,"@carperso,
I guess one of criteria is that the model name could not start with F."
ab348,Jun-16,I wonder if they just drew names at random when they were ranking them?
Mr_Shiftright,Jun-16,"carperso said:

Car & Driver didn't think so. It rated the Malibu, Accord and Optima as an ""editors choice"" among the top 11 sedans they listed. They called the Passat ""thoroughly American"", but not in a bad way. They also included the Chrysler 200 and Ford Fusion in the general list, saying the Fusion ""offered something for everything"" and the 200 ""resides at the bottom of the pack"". Chrysler continues to strike out at the plate apparently."
berri,Jun-16,"I don't put much faith in these magazine and TV show rankings. They are really dependent on their parameters employed, priorities and personal preferences. My feeling is test them, find the ones you like best and check out their quality and reliability surveys."
carperso,Jun-16,"berri said:

Agree. In the end, It all comes down to what works for you."
carperso,Jun-16,"Mr_Shiftright said:show previous quotesCar & Driver didn't think so. It rated the Malibu, Accord and Optima as an ""editors choice"" among the top 11 sedans they listed. They called the Passat ""thoroughly American"", but not in a bad way. They also included the Chrysler 200 and Ford Fusion in the general list, saying the Fusion ""offered something for everything"" and the 200 ""resides at the bottom of the pack"". Chrysler continues to strike out at the plate apparently.Chrysler and Nissan are definitely below par. Camry too, but then anything which starts with a toyota will sell. Car & Driver is a perennial fan of accord, I cant see them dropping it anytime soon. Well, it is good car. The koreans are definitely heavy hitters with their nice interiors and long warranties. Im not so sure about Passat. But after the scandal, there s a lot of cash on the hood which would make it a compelling choice"
brian125,Jun-16,"Toyota Camry's reliability thru the years . Its not below par

http://usnews.rankingsandreviews.com/cars-trucks/Toyota_Camry/2015/Reliability/"
Mr_Shiftright,Jun-16,"C&D comment on the Camry was most certainly a left-handed compliment:

""For the majority of people for whom a car is merely an appliance, the Camry meets their needs to perfection. Those seeking a zestier ride should look elsewhere. A 178-hp four-cylinder is standard, while a 268-hp V-6 offers some serious zip. Both have a six-speed automatic; a manual is not available. There’s a hybrid, with 43 mpg on the highway. The XSE aims at enthusiasts with a stiffer suspension and some extra styling bits, but its steering is numb, its braking and handling unexceptional."""
brian125,Jun-16,"Here is US news is take on best midsize vehicles.

http://usnews.rankingsandreviews.com/cars-trucks/rankings/Affordable-Midsize-Cars/"
carperso,Jun-16,I dont know if its just me but why is it that the sales number dont add up inline with any of the rankings. Take niche cars like Mazda6 and legacy. They are aimed at a smaller demographic. Legacy is actually well rounded since 2015. Its not a snow belt only car. Its nicely equipped that buyers in the southern states should have no problem picking them up.
brian125,Jun-16,"carperso

I see you posted for a price check on your 2014 Audi A6 3.0. Did you sell it yet?. My friend sold same car but in black last month . He had trouble selling it. It sold for 30.5 k after 3 months.

Legacy 4cyl is loud and underpowered. MPG's may be suspect? but a great all around vehicle. Subaru's Small brand less competitive on pricing hurts them .

Mazda6 is not a family sedan in my eye and probably most buyers.

Egress / ingress is terrible. 6ft or over folks will hit there heads getting in and out of vehicle. Seats are brutally hard and uncomfortable. Cockpit to low / contoured . Tight inside for a family of 4. Its a Great handling vehicle . I call it the poor mans BMW without the upgrades and motor."
brian125,Jun-16,"@sandman_6472

What's your take on the 2016 Camry and Malibu?

The Sonata or Optima. I liked the Sonata as far as interior room and quiet cabin. Its a straight highway cruiser that was a pleasure to drive. Handling when pushed was iffy. Optima was definitely a better handling more fun to drive with a lot of Sonata's good quality's. Sonata's cock pit was more open and bigger. Kia's SXL model and Turbo engine was fast and shifted effortless. Very quiet also . Kia did a fine job on this model."
Mr_Shiftright,Jun-16,"carperso said:

Many buyers want value for their money rather than the best driving characteristics or ""interior materials"", etc. If they sit in a Malibu or Camry and they are comfortable, they might not care at all about how the Mazda 6 drives."
carperso,Jun-16,"brian125 said:

30.5k. Seems about right, but yeah 3 months seems like a pretty drawn out process. Was it a private sale? Im not really looking to upgrade right now. More around the last quarter of 2016.

Couldnt agree with you more about the legacy. But then they are selling em as fast as they make so i guess they arent really complaining."
brian125,Jun-16,"Private w/ 36k on clock.

I'll tell you what's flying off the shelves at dealerships . The Kia Sorento , Honda Civic's"
stickguy,Jun-16,"Mazda and Subaru are much smaller players overall. Fewer dealers, more regional. Also don't have the capacity to compete in volume with the big players. They have their niche, and focus on it. No, the 6 is not for everyone, but if you want more of a sporty sedan (driver's car) it is a good one.

look at any ranking of ""best"" car (particularly anything that involves driving enjoyment) and it will rarely match up to sales."
nyccarguy,Jun-16,"@brian125 - I'll agree that the Legacy is adequately powered. The CVT makes the most of the 175 horsepower. It doesn't have any trouble keeping up with traffic. I do have to plan my passing maneuvers ahead of time. Subaru did an excellent job of keeping the engine noise inside the cabin to a minimum (using liquid filled engine mounts). Wind noise seems to be a bit of an issue. I noticed how ""thin"" the roof was the other day when I was polishing & waxing it with my orbital.

The car is screwed together quite well. The ride is on the sporty side of compliant. Handling is tighter than normal now that I added the rear sway bar from an Outback 3mm thicker). The AWD is worth it's weight in gold..

I have noticed that I seem to be MUCH younger than the average Legacy driver (75?)."
nyccarguy,Jun-16,"My average lifetime mpg is in the 26 mpg range. Not terrible, but not great considering the Legacy's 175 hp & 9 second 0-60 mph time."
backy,Jun-16,"There's been discussion here about the strong sales of the midsized-inside 2016 Civic. I read something in the August MT that sheds some light on why the new Civic is selling so well. According to the article, Honda is most likely selling every Civic in the USA at a loss, to grab market share. Hence it is priced very well against the competition, even against cars with fewer features. The author asks the question, how will the Civic do once Honda raises the price on it, as it will need to do at some point as they can't afford to sell 300k+ cars at a loss every month.

In other news, I thought it was interesting that Kia led the latest JD Power IQS--the first time a non-luxury brand has topped that survey. Also interesting that Hyundai was 3rd, behind Porsche. Toyota was 4th--even topping its luxury brand Lexus. Among US brands, Chevy, Buick, Lincoln, Ford, and GMC all beat the industry average. Curiously, Honda, Acura, Subaru, and Mazda were in the bottom third of the rankings. Overall, US automakers had a better collective score than foreign automakers. Chrysler and Jeep improved the most compared to the last study, but were still in the lower half. GM had the most individual awards. Another indication that car quality is continuing to improve, even as cars get more complex."
stickguy,Jun-16,"I think all cars are so good, that top to (near) bottom is probably relatively insignificant statistically.

The civic just seems to be a nice package. I have priced them out, and they did not seem all that cheap to me."
Mr_Shiftright,Jun-16,"Some of the car mags think the Nissan Sentra is definitely worst in class and demonstrably so---haven't driven one, so I can't say. The Civic has been getting very high marks though, even with a CVT."
m6user,Jun-16,Where does JD Powers get their info?
akirby,Jun-16,"m6user said:

Random user surveys."
m6user,Jun-16,"Really, I have not and I've never known anyone that has been surveyed by them. I wonder how big of sample they get for each vehicle."
imidazol97,Jun-16,"I have 3 times. Those were about 1985, 1987, 1989, and maybe 1993 new car purchases. The questionnaires were different. So now I infer they were the early satisfaction questions and a longer term survey.

None have been more recent after new car purchases. But I've had 3 Neilson surveys, two about 4 or 3 years back and then a few months ago..."
nyccarguy,Jun-16,"I see Toyota is pushing 0% for 72 months or $2,500 cash back on 2016 Camrys"
stickguy,Jun-16,"that would be hard to pass up if needing basic transport, with the serious discounts you get also."
Mr_Shiftright,Jun-16,"Yep, if white bread suits you just fine, you can't go wrong with a Camry and resale is still pretty good I think."
backy,Jun-16,"m6user said:

I got a JD Power IQS survey but it was several years ago, I don't even remember which car it was for. But I've had very few problems on new cars for the last 20 years or so. The worst ever new car I've owned or leased as far as initial quality was a 1995 Mystique (which I lovingly refer to at the Mystake). Fun car to drive, but it was the first year it was sold here and I took it to the dealer 7 times in the first 6 months for problems of some sort, including recalls. Nothing I've owned or leased new before or since comes close to that. I can't think of a single problem within the first 90 days (length of the IQS study) on my past 4 new vehicles: 2010 Sentra, 2013 Sonata, 2013 Rio5, and 2016 Forte5. The Rio5 had zero problems the 3 years I leased it, and I don't recall any problems with the Sentra either. The Sonata had a couple of recalls."
sda,Jun-16,"Cars have become remarkably reliable and long lasting. Until about 15-20 years ago it wasn't unusual for a car to be all used up and needing major repairs by 100k. Now 300k+ is not that unusual. My BIL has an 05 Acura RL that he bought with 30k, now has 340k+. Some of the soft interior items are showing wear, but still looks nice overall. It still runs and drives well. He recently bought an Accord V6 so one of his sons could have the RL to drive while at college."
brian125,Jun-16,"sda said:

I agree with you about vehicle reliability last 15 years . Here in the Northeast especially NY area vehicles with 300k plus miles probably will need 3 to 4 full front end replacements at that mark. Chrysler and American vehicles will fear even worse. Acura's are good solid vehicles.

My old 03 Honda Pilot gave to my niece at 55k and was then passed onto her younger brother is still going. 210k miles Last I checked. Trans replaced at 100k. ($2500 ) Full Ft. end replacement twice. (2) timing belts water pump replacement. and some minor repairs.

Figuring at 5 to 6k in repairs over the years it was still worth keeping around and having kids drive it. Was it worth spending almost 6k in repairs ? Not sure but I'm told its running like a top still."
Mr_Shiftright,Jun-16,"300K is still a remarkable achievement for any car. I'm sure the bell curve is much less. I recall reading somewhere that someone figured it out statistically, and the average life span in miles of a modern car (non-diesel) would be about 175K-225K, by the time it goes through all its owners, and IF it survives demolition.

There's the rub. It's like that research that was done on what would happen if medical science could make you ""live forever"". They calculated that even if all your diseases could be cured, and aging stopped, you'd still die at around 300 years because eventually your entire body would be blown up, crushed, eaten, or some such.

A lot of cars have their lives cut short through mayhem and mishap."
brian125,Jun-16,Just found out the mileage on my old 2003 Honda Pilot that is still running good. 243k on the clock.
stickguy,Jun-16,"the engines on those were jewels. Just the trannies weak. I sold my TL at 175k, and it did pretty much run like new. Had other age related issues though, but I could easily see that motor, with regular service, going 250-300K."
imidazol97,Jun-16,"brian125 said:

Strange. Seems to be a broad statement that some vehicles will fare even worse. I put 2nd replacement struts on my leSabre at 180K miles. Replaced tie rod ends (outer). Far from full front end replacements. Was just looking at a Civic my shadetree neighbor works on and he is replacing struts on it. And it's lost much of its clearcoat paint. It's a few years old, but it's rare to see a car with bad paint here in the Midwest unless it's very old."
stickguy,Jun-16,Kid down the street has a 2006-2010 vintage civic (dark blue) and it has major peeling issues on the roof.
berri,Jun-16,...and apparently counting down on the air bag - just kidding
backy,Jul-16,"Happy 40th birthday to the Accord! Makes me feel old. I remember the original hatchback with 68 horsepower. The first Accord I really wanted was the original Coupe. I remember there were long waiting lists for those. I had a Civic Si at the time so I didn't get one, and still haven't owned an Accord. Now it's too big for my needs, and my wife has moved on from sedans to the higher seating position of an SUV. So there's probably no Accord in my foreseeable future."
sda,Jul-16,"backy said:

Time sure does fly! When dad was buying their '76 Cutlass Supreme wagon, the dealer also sold Hondas. There in the showroom was a tan/copper color Accord hatchback, 5 speed. It listed for $3995, a/c was about $500 more."
benjaminh,Jul-16,"Sales in June for midsize/fullsize:

Camry 32,561

Altima 30,475

Accord 28,806

Fusion 26,520

Malibu 16,138

Sonata 11,854

Optima 9,180

200 7,817

Passat 5,992

Legacy 5,023

6 4,224"
benjaminh,Jul-16,"Sales in June for compact/midsize:

Civic 31,810

Corolla 30,950

Elantra 22,414

Sentra 20,721

Focus 19,491

Cruze 18,666

Forte 9,170

Jetta 8,616

3 8,399

Impreza 4,994

Dart 3,305"
benjaminh,Jul-16,"stickguy said:

Honda has moved the Civic upmarket. It is now best-in-class (or close to it) in most areas, such as room, power, mpg, style, features, etc. And the 2016 Civic is also now roughly the size of an Accord from the mid-1990s. The ""cheap"" cars in this segment are the Focus, Elantra, Cruze, Jetta, Sentra, etc. But you can still get a base Civic LX 6-speed manual for less than $19k.

There's only one big drawback to the new Civic as far as I can tell—poor rear visibility."
ab348,Jul-16,"benjaminh said:



You left out looking like a shrunken Crosstour. And the ugly misproportioned rear end. But they are selling like crazy, I see them everywhere.

The more I see and look into pricing on the new-design Cruze, the more I like it."
stickguy,Jul-16,All cars now have terrible rear visibility. Just the trend.
benjaminh,Jul-16,"stickguy said:

You're right that it's a trend, but some cars still have good rear visibility. The Accord still has excellent visibility all round. All BMWs, of course.

In the compact/midsize class, I think the Cruze, Corolla, and Elantra have better rear visibility than the Civic."
backy,Jul-16,"Does anyone else see what I think is a trend--that the so-called ""compacts"" are stealing sales from their mid-sized stablemates? e.g. Civic from Accord, Corolla from Camry, Elantra from Sonata? Note the sales of these compacts are close to or even exceeding the mid-sized sales from the same brands, and the mid-sized sales are way down from levels of even a year or so ago. I think many compacts have plenty of room for many singles, couples, and small families. The rear seats of the Jetta and Corolla are particularly roomy, and the Jetta for one has a huge trunk. And there's price--some of the compacts can be had for less than $16k for base models, which aren't stripped cars as they were a few years ago.

Then there's the trend towards SUVs in this time of ~$2 a gallon gas, which is also eating into mid-sized sedan sales. The fact that many of the current mid-sizers can average over 30 mpg isn't as important to some people as it once was."
sda,Jul-16,"backy said:

I do believe the Civic is stealing potential Accord sales. You can get a loaded Civic that lists for around $27.5k, that is almost as equipped as an Accord EXL with Sensing and Nav. The Touring Civic out accelerates and gets better mpg than the Accord 2.4. I could easily see considering a Civic 1.5 EXL, EXL Nav or Touring when I purchase my next car."
suydam,Jul-16,"I certainly feel that way. The Accord finally just seemed too big for our liking, so next time around we will be buying a compact car."
ab348,Jul-16,"Well, the compacts are getting bigger, like the 9/10ths-Crosstour Civic, and the Elantra. The Corolla at least is still a true compact. I know based on my tour of the local dealer lots last week that if I was deciding between a Malibu or a Cruze, I'd take the Cruze. It just seems to look better even though the designs are similar."
sda,Jul-16,"ab348 said:

I followed a dark midnight blue ATS 2.0T yesterday. That color really looked sharp on the ATS and accented the fin tail lights beautifully. If the back seat was not so small, the ATS would be on my next list. However, my parents and daughter often ride with me and the smaller ATS would make it difficult (my parents) to get in and out."
ab348,Jul-16,"Yes, that is Dark Adriatic Blue and it is a gorgeous color. I agree though, it is really a 2 adults + 2 kids car (or 3 adults+1 kid if the adult in the front seat is not too tall)."
andres3,Jul-16,"The ATS has a 4-door option right? Guess how hard it is for an adult to get in and out of the TTS' back seat. I use the ""throw my body"" into the seat method for getting in, and two arms and two legs method for getting out; and that's the driver's seat. Good thing I'm not so old my back is bothering me (knock on wood)."
ab348,Jul-16,"andres3 said:

Yes, that's what I'm talking about. It is tight although not as bad as the TTS obviously, which I didn't even know had a rear seat."
andres3,Jul-16,"ab348 said:show previous quotesYes, that's what I'm talking about. It is tight although not as bad as the TTS obviously, which I didn't even know had a rear seat.Yes, unlike the Cayman with no rear seat, the TTS has one; it's a 2 + 2 car theoretically, not recommended for anyone over 5' tall though, and only then if the person in front isn't too much over 5' themselves. My 5'10 & 5'6 parents were a tight fit, but doable for the fun of it; definitely not for a very long trip though.Only someone without legs would fit behind my 6'3"" frame and driver's seat."
stickguy,Jul-16,"stopped at the new local audi palace tonight (my wife, was so thrilled) just to browse, and test fit. But outside they had an Andre mobile (gray over red TTS). quite sharp looking, but too small for us."
roadburner,Jul-16,"At 175"" long, I really don't want anything larger than my 2 Series."
sda,Jul-16,"I got the stink eye and verbal ""You aren't trading my car"" from my wife when I told her I was going to look at the CX-9. I looked at the Grand Touring, they didn't have a Signature model. Mazda did a great job on this vehicle. The salesman asked if I would like to drive it, of course I would, but declined. It would be cruel tempatation. One thing I noticed is that the cargo, and third row is a lot smaller than the Pilot's. They had a sharp Mazda 6 in the showroom with white leather. It looked really rich."
nyccarguy,Jul-16,@sda - that was my biggest attraction to the Pilot was the cargo space and the usable 3rd row. Did you ever have a problem when your Pilot goes into 3cylinder mode?
sda,Jul-16,"nyccarguy said:

When the ECO light comes on it sometimes feels like the engine is lugging, vibrates a little and puts out a subtle rumbling sound. It doesn't bother me that much but would prefer that it didn't operate that way. Last January we had a TSB addressed that was ECO/VCM related. My wife was driving to work when the check engine light and I think the TCS light came on. She noticed that the ECO light no longer came on when she was familiar with it doing so and it was running somewhat roughly. Turns out one of the plugs had fouled. Honda did some type of computer update, replaced 4 spark plugs that are affected by the VCM. I had them replace the other 2 spark plugs ($140!, really?), so at 83k all plugs have been replaced. It has just under 90k now, and all is well."
Sandman6472,Jul-16,"Think I've gotten spoiled with my 167.5"" Golf, even the wife's A3 seems big when compared to it! Doubt we'll ever go back to anything much over 170"" or so as the kids are all grown and gone. It's usually only the two of us when we go out and then we solo on our working days. Will probably go down to one vehicle eventually but that will have to be done with much advanced notice about appointments as the public transport is horrible down here.
Will be interesting to see what fits our size parameters the next time we're in the market but don't see that happening till at least 2020 at this juncture.

The Sandman"
suydam,Jul-16,"Yes, we like the 168"" Encore too. The Mazda3 we are looking at is a whopping 175""."
